"AT_ID","DIVISION","YEAR","DEPARTURE_AIRPORT","STOPOVER_1","STOPOVER_2","ARRIVAL_AIRPORT","JOURNEY_TYPE","FLIGHT_CLASS","PASSENGER_TYPE","TRAVEL_REASON_1","TRAVEL_REASON_2","REMARKS","DISTANCE_KM","EMISSIONS_KGCO2EQ"
479,"GIScience",2019,"ZRH",,,"LUX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,690,133
480,"GIScience",2019,"ZRH",,,"VIE","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1308,259
481,"GIScience",2019,"ZRH","HKG",,"AKL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,"ohne Flughafenangabe, AKL angenommen, Zwischenladung zwischen ZRH und AKL in HKG angenommen",37080,9984
482,"GIScience",2019,"ZRH",,,"LUX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,690,133
483,"GIScience",2019,"ZRH",,,"HND","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,19296,5021
484,"GIScience",2019,"ZRH",,,"HND","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,19296,5021
485,"GIScience",2019,"ZRH",,,"TXL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1420,283
486,"GIScience",2019,"ZRH",,,"TXL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1420,283
487,"GIScience",2019,"ZRH",,,"CDG","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1050,258
488,"RemoteSensing",2019,"ZRH",,,"LAX","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,19158,5494
489,"RemoteSensing",2019,"ZRH",,,"HKG","Hin- und Rückflug","Business","ProfessorIn","Konferenz",,,18652,5467
490,"RemoteSensing",2019,"BHX",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1938,517
491,"RemoteSensing",2019,"BOS",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,12112,3253
492,"RemoteSensing",2019,"IAD",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,13438,2650
493,"RemoteSensing",2019,"OSL","CPH",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,3126,653
494,"RemoteSensing",2019,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,1484,285
495,"RemoteSensing",2019,"BNE",,,"CNS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,2880,587
496,"RemoteSensing",2019,"ZRH",,,"VLC","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,1193,224
497,"RemoteSensing",2019,"BCN","BOS",,"BWI","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,6559,1512
498,"RemoteSensing",2019,"BWI","FLL",,"MDE","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,3854,838
499,"RemoteSensing",2019,"MDE",,,"SCL","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,4508,959
500,"RemoteSensing",2019,"SCL",,,"AUK","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,13536,4035
501,"RemoteSensing",2019,"AUK","BNE","DOH","ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,"eine Zwischenlandung zwischen BNE und ZRH in DOH angenommen",27697,7594
502,"RemoteSensing",2019,"ZRH",,,"NRT","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,19284,5683
503,"RemoteSensing",2019,"ZRH",,,"NRT","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,19284,5683
504,"RemoteSensing",2019,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
505,"RemoteSensing",2019,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1304,288
506,"RemoteSensing",2019,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
507,"RemoteSensing",2019,"ZRH",,,"YYZ","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,6536,1455
508,"RemoteSensing",2019,"YUL",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,6042,1514
509,"RemoteSensing",2019,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,13438,2650
510,"RemoteSensing",2019,"ZRH","IAD",,"LAX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,20880,4061
511,"RemoteSensing",2019,"ZRH",,,"LEJ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1142,265
512,"RemoteSensing",2019,"SZX","FRA","CTU","SZX","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,36870,9177
513,"RemoteSensing",2019,"MXP",,,"PEK","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,16304,4077
514,"RemoteSensing",2019,"ZRH",,,"LEJ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1142,265
515,"RemoteSensing",2019,"ZRH",,,"BCN","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1810,338
516,"RemoteSensing",2019,"ZRH",,,"CPH","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,2022,422
517,"RemoteSensing",2019,"ZRH",,,"LHS","Hin- und Rückflug","Economy","Doktorierende","Projektmeeting",,,25864,7586
518,"RemoteSensing",2019,"IAD",,,"LAX","One-way","Economy","Doktorierende","Konferenz",,,3721,706
519,"RemoteSensing",2019,"ZRH",,,"LHS","Hin- und Rückflug","Economy","Doktorierende","Projektmeeting",,,25864,7586
520,"RemoteSensing",2019,"ZRH",,,"LAX","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,19158,5494
521,"RemoteSensing",2019,"FRA",,,"LHS","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,26246,7739
522,"RemoteSensing",2019,"ZRH",,,"JFK","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,12710,2882
523,"RemoteSensing",2019,"FRA",,,"LAS","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,18048,4627
524,"RemoteSensing",2019,"ZYR","CDG",,"LAX","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,9449,2230
525,"RemoteSensing",2019,"LAX","AMS",,"BRU","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,9207,2825
526,"RemoteSensing",2019,"ZRH","IAD",,"LAX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz","Projektmeeting",,20880,4061
527,"RemoteSensing",2019,"ZRH","AMS",,"HEL","Hin- und Rückflug","Economy","ProfessorIn","Unbekannt",,,4446,994
528,"RemoteSensing",2019,"ZRH",,,"DAR","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,13616,3239
529,"RemoteSensing",2019,"ZRH",,,"DAR","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,13616,3239
530,"RemoteSensing",2019,"ZRH",,,"LAX","Hin- und Rückflug","Economy","ProfessorIn","Unbekannt",,,19158,5494
531,"RemoteSensing",2019,"ZRH","DXB","KUL","DXB","One-way","Economy","ProfessorIn","Unbekannt",,,16009,3694
532,"RemoteSensing",2019,"DXB","DAR","DXB","ZRH","One-way","Economy","ProfessorIn","Unbekannt",,,12861,3273
533,"RemoteSensing",2019,"ZRH",,,"CWB","Hin- und Rückflug","Economy","ProfessorIn","Unbekannt",,,20016,5250
534,"RemoteSensing",2019,"ZRH","LIM",,"CUZ","Hin- und Rückflug","Economy","ProfessorIn","Unbekannt",,,22726,6092
535,"RemoteSensing",2019,"ZRH",,,"DAR","Hin- und Rückflug","Economy","Doktorierende","Unbekannt",,,13616,3239
536,"Support&Mangement",2017,,,,,,,,,,"No flights by Support&Mangement in this year.",0,0
537,"Support&Mangement",2019,,,,,,,,,,"No flights by Support&Mangement in this year.",0,0
538,"PhysicalGeography",2018,"CPH","SFJ",,"AASIAAT","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,7478,1514
539,"PhysicalGeography",2018,"DEL",,,"DED","One-way","Economy","unbekannt","Projektmeeting",,,258,21
540,"PhysicalGeography",2018,"KEF",,,"GLA","One-way","Economy","ProfessorIn","Projektmeeting",,,1395,282
541,"PhysicalGeography",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,13438,2650
542,"PhysicalGeography",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","unbekannt","Konferenz",,,13438,2650
543,"PhysicalGeography",2018,"EDI",,,"ZRH","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,2594,706
544,"PhysicalGeography",2018,"ZRH","FRA ","YYC","YZF","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18444,4272
545,"PhysicalGeography",2018,"ZRH",,,"BJS","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,16066,4001
546,"PhysicalGeography",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,13438,2650
547,"PhysicalGeography",2018,"AMS",,,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,1304,288
548,"PhysicalGeography",2018,"ZRH","MCT",,"BLR","One-way","Economy","unbekannt","Projektmeeting",,,7582,1604
549,"PhysicalGeography",2018,"GOI","BOM",,"ZRH","One-way","Economy","unbekannt","Projektmeeting",,,7062,1714
550,"PhysicalGeography",2018,"WAW",,,"VIE","One-way","Economy","unbekannt","Konferenz",,,597,154
551,"PhysicalGeography",2018,"ZRH","ARN",,"UME","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,4124,894
552,"PhysicalGeography",2018,"ARN",,,"UME","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1050,248
553,"PhysicalGeography",2018,"ZRH",,,"BHX","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1938,517
554,"PhysicalGeography",2018,"ZRH",,,"MOW","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,4468,957
555,"PhysicalGeography",2018,"ZRH",,,"BHX","One-way","Economy","unbekannt","Konferenz",,,969,258
556,"PhysicalGeography",2018,"LON",,,"UME","One-way","Economy","unbekannt","Projektmeeting",,,1880,411
557,"PhysicalGeography",2018,"ZRH",,,"ARN","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,3074,646
558,"PhysicalGeography",2018,"TUN",,,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,2472,531
559,"PhysicalGeography",2018,"ZRH","MCT",,"KTM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,15950,3361
560,"PhysicalGeography",2018,"ZRH","MCT",,"KTM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,15950,3361
561,"PhysicalGeography",2018,"ZRH","DOH",,"KTM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,15904,3602
562,"PhysicalGeography",2018,"ZRH","KEF",,"JAV","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,8204,1767
563,"PhysicalGeography",2018,"ZRH","KEF",,"JAV","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,8204,1767
564,"PhysicalGeography",2018,"ZRH","KEF",,"JAV","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,8204,1767
565,"PhysicalGeography",2018,"ZRH","KEF",,"JAV","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,8204,1767
566,"PhysicalGeography",2018,"ZRH","AMS",,"LIM","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,22428,4685
567,"PhysicalGeography",2018,"ZRH","CDG",,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,21724,5771
568,"PhysicalGeography",2018,"LIM",,,"CUZ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1268,266
569,"PhysicalGeography",2018,"LIM",,,"CUZ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1268,266
570,"PhysicalGeography",2018,"LIM",,,"CUZ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1268,266
571,"PhysicalGeography",2018,"LIM",,,"CUZ","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1268,266
572,"PhysicalGeography",2018,"SCL",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,5018,1019
573,"PhysicalGeography",2018,"BOG",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,3872,782
574,"PhysicalGeography",2018,"UIO",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,2758,555
575,"PhysicalGeography",2018,"GYE",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,2376,536
576,"PhysicalGeography",2018,"TRU",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,1076,224
577,"PhysicalGeography",2018,"LPB",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,2262,426
578,"PhysicalGeography",2018,"ZRH","AMS",,"LIM","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,22428,4685
579,"PhysicalGeography",2018,"ZRH","KEF",,"PDX","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,17478,3934
580,"PhysicalGeography",2018,"ZRH","AMS",,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,22428,4685
581,"PhysicalGeography",2018,"ZRH","MAD",,"LIM","One-way","Economy","unbekannt","Projektmeeting",,,10855,2510
582,"PhysicalGeography",2018,"ANC","FRA",,"ZRH","One-way","Economy","unbekannt","Projektmeeting",,,7896,1911
583,"PhysicalGeography",2018,"LIM","YMQ",,"DEN","One-way","Economy","unbekannt","Projektmeeting",,,9105,2080
584,"PhysicalGeography",2018,"ZRH","YYZ",,"MSY","Hin- und Rückflug","Economy","unbekannt","Konferenz",,,16744,3728
585,"PhysicalGeography",2018,"DED",,,"DEL","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,516,42
586,"PhysicalGeography",2018,"DED",,,"DEL","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,516,42
587,"PhysicalGeography",2018,"ZRH","FRA",,"DEL","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,13008,3438
588,"PhysicalGeography",2018,"ZRH","FRA ",,"DEL","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,13008,3438
589,"PhysicalGeography",2018,"SCL",,,"LIM","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,5018,1019
590,"PhysicalGeography",2018,"ZRH","FRA",,"ALA","One-way","Economy","unbekannt","Konferenz",,,5472,1509
591,"PhysicalGeography",2018,"ALA",,,"BJS","One-way","Economy","unbekannt","Projektmeeting",,,3326,685
592,"PhysicalGeography",2018,"ZRH","AMS",,"BJS","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,17078,4197
593,"PhysicalGeography",2018,"ZRH",,,"OSL","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,2948,638
594,"PhysicalGeography",2018,"ZRH",,,"SFO","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,18842,5434
595,"PhysicalGeography",2018,"ZRH",,,"SFO","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18842,5434
596,"PhysicalGeography",2018,"ZRH",,,"SFO","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18842,5434
597,"PhysicalGeography",2018,"ZRH",,,"SFO","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18842,5434
598,"PhysicalGeography",2018,"ZRH",,,"SFO","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,18842,5434
599,"PhysicalGeography",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","unbekannt","Konferenz",,,1308,259
600,"PhysicalGeography",2018,"ZRH","IAD",,"MSP","One-way","Economy","unbekannt","Projektmeeting",,,8227,1688
601,"PhysicalGeography",2018,"DLH","ORD",,"ZRH","One-way","Economy","unbekannt","Projektmeeting",,,7865,2051
602,"PhysicalGeography",2018,"ZRH","IAD",,"MSP","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,16454,3376
603,"PhysicalGeography",2018,"ZRH","ORD",,"MSP","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,15528,3989
604,"PhysicalGeography",2018,"ZRH","ORD",,"MSP","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,15528,3989
605,"PhysicalGeography",2018,"FRA ","MUC","BJS","XIY","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18244,4425
606,"PhysicalGeography",2018,"AMS",,,"CPH","Hin- und Rückflug","Economy","unbekannt","Konferenz",,,1374,326
607,"PhysicalGeography",2018,"CVG","FRA",,"ZRH","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,14744,3491
608,"PhysicalGeography",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","unbekannt","Konferenz",,,1308,259
609,"PhysicalGeography",2018,"DEL",,,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,12392,3072
610,"PhysicalGeography",2018,"DEL",,,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,12392,3072
611,"PhysicalGeography",2018,"KTM","DOH",,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,15904,3602
612,"PhysicalGeography",2018,"BOG","MAD",,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18724,4242
613,"PhysicalGeography",2018,"BOG","MAD",,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18724,4242
614,"PhysicalGeography",2018,"BOG","MAD",,"ZRH","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,18724,4242
615,"PhysicalGeography",2018,"DEL",,,"GAU","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,3006,498
616,"PhysicalGeography",2018,"ZRH","ABU DHABI",,"DEL","Hin- und Rückflug","Economy","unbekannt","Projektmeeting",,,14274,2956
617,"HumanGeography",2018,"ZRH","DOH",,"CMB","one-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,8205,1827
618,"HumanGeography",2018,"CMB",,,"ZRH","one-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,8097,2021
619,"HumanGeography",2018,"ZRH",,,"CMB","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,16194,4042
620,"HumanGeography",2018,"ZRH",,,"TXL","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1420,283
621,"HumanGeography",2018,"ZRH",,,"KTM","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,13760,3280
622,"HumanGeography",2018,"ZRH","PHL",,"MSY","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,16608,3616
623,"HumanGeography",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1670,331
624,"HumanGeography",2018,"ZRH",,,"JRO","One-way","Economy","Doktorierende","Weiteres",,,6424,1509
625,"HumanGeography",2018,"MXP","ZRH",,"HKG","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,9579,2777
626,"HumanGeography",2018,"BNE","HKG","FFH","LIN","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,"Die Reise war HKG-BNE-FFH-LIN. FFH ist als FRA angenommen und diese  Reise => BNE-HKG-LIN-Frau ist angenommen.",16962,4050
627,"HumanGeography",2018,"CMB","DOH",,"ZRH","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,8205,1827
628,"HumanGeography",2018,"ZRH",,,"JAF","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,15760,3905
629,"HumanGeography",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,1304,288
630,"HumanGeography",2018,"KTM",,,"CTU","One-way","Economy","Doktorierende","Workshop",,,1898,414
631,"HumanGeography",2018,"DRS",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1214,410
632,"HumanGeography",2018,"ZRH","DOH",,"CMB","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,16410,3654
633,"HumanGeography",2018,"SFO","MUC","FRA","ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"FFH als FRA angenommen",20330,4853
634,"HumanGeography",2018,"CMB","MCT",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,16338,3785
635,"HumanGeography",2018,"CMB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,16194,4042
636,"HumanGeography",2018,"LGW",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1610,375
637,"HumanGeography",2018,"CMB","MCT",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,16338,3785
638,"HumanGeography",2018,"ZRH","DXB",,"KTM","Hin- und Rückflug","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,15722,3557
639,"HumanGeography",2018,"ZRH","DOH",,"KTM","Hin- und Rückflug","Business","ProfessorIn","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,15904,3602
640,"HumanGeography",2018,"PKR",,,"KTM","one-way","Economy","ProfessorIn","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,206,34
641,"HumanGeography",2018,"ZRH",,,"LTN","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,1716,402
642,"HumanGeography",2018,"ZRH",,,"LHR","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1670,331
643,"HumanGeography",2018,"ZRH",,,"LHR","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1670,331
644,"HumanGeography",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,13438,2650
645,"HumanGeography",2018,"ZRH",,,"PDX","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,8688,2208
646,"HumanGeography",2018,"YVR",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,8354,1894
647,"HumanGeography",2018,"ZRH",,,"ISB","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,11114,2520
648,"HumanGeography",2018,"KTM",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,13760,3280
649,"HumanGeography",2018,"MBU","HIR-BNE","DXB","ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,"Zwischenlandung zwischen MBU und ZRH in HIR-BNE-DXB angenommen",38330,10981
650,"HumanGeography",2018,"ZRH","DOH",,"CMB","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,16410,3654
651,"HumanGeography",2018,"ZRH","IST",,"BKK","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,18672,4322
652,"HumanGeography",2018,"ZRH",,,"FNA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,9672,2106
653,"HumanGeography",2018,"ZRH","MAD ",,"BOG","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,18724,4242
654,"HumanGeography",2018,"ZRH",,,"BRU","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1066,251
655,"HumanGeography",2018,"BSL","CDG",,"ACC","one-way","economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,5341,1193
656,"HumanGeography",2018,"ACC","AMS",,"BSL","one-way","economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,5869,1306
657,"HumanGeography",2018,"ZRH","GRU",,"EZE","one-way","economy","ProfessorIn","Feldarbeit/Exkursion",,,11422,3119
658,"HumanGeography",2018,"EZE","FRA ",,"ZRH","one-way","economy","ProfessorIn","Feldarbeit/Exkursion",,,11879,3150
659,"HumanGeography",2018,"GRU",,,"CNF","Hin- und Rückflug","economy","ProfessorIn","Feldarbeit/Exkursion",,,1084,165
660,"HumanGeography",2018,"AEP",,,"COR","Hin- und Rückflug","economy","ProfessorIn","Feldarbeit/Exkursion",,,1400,280
661,"HumanGeography",2018,"ZRH",,,"GRU","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,19300,5491
662,"HumanGeography",2018,"TXL",,,"ZRH","one-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,710,142
663,"HumanGeography",2018,"ZRH",,,"VIE","one-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,654,130
664,"HumanGeography",2018,"ZRH",,,"AGP","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,1655,302
665,"HumanGeography",2018,"ZRH",,,"JFK","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,12710,2882
